Unique ID,feature_name,Honorees,City,County,State,Side,Coordinates,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status
1038,Lee Highway,Robert E. Lee,Knoxville,Knox,TN,South,"35.950353,-83.955937",Highway / Roadway,Roads,Uknown,,,Live
1915,The Fort Sanders Confederate Monument,No specific honoree,Knoxville,Knox,TN,South,"35.959291,-83.933850",Monument,Monument,United Daughters of the Confederacy,1914,,Live
1067,Macon County Confederate Monument,No specific honoree,Lafayette,Macon,TN,South,"36.520600,-86.026100",Monument,Courthouse Grounds,Sons of Confederate Veterans,2001,,Live
1047,Confederate Memorial General Hatton Statue,No specific honoree,Lebanon,Wilson,TN,South,"36.207974,-86.291111",Monument,Monument,United Confederate Veterans,1912,,Live
1068,Confederate Soldier Monument,No specific honoree,Lewisburg,Marshall,TN,South,"35.449715,-86.788221",Monument,Courthouse Grounds,Citizens of Lewisburg,1907,,Live
1016,Robert E. Lee Drive,Robert E. Lee,Manchester,Coffee,TN,South,"35.565790,-86.095388",Highway / Roadway,Roads,Uknown,,,Live
2166,Confederate Soldier Monument II,No specific honoree,Oxford,Lafayette,MS,South,"34.365324,-89.535085",Monument,Monument,United Daughters of the Confederacy,1906,,Live
655,Jefferson Davis Drive,Jefferson Davis,Oxford,Lafayette,MS,South,"34.351177,-89.519854",Highway / Roadway,Roads,Uknown,,,Live
613,Hardee Road,William Joseph Hardee,Pascagoula,Jackson,MS,South,"30.334819,-88.501831",Highway / Roadway,Roads,Uknown,,,Live
616,Imboden Road,John Daniel Imboden,Pascagoula,Jackson,MS,South,"30.335735,-88.498333",Highway / Roadway,Roads,Uknown,,,Live
611,Jeb Stuart Road,"James Ewell Brown ""Jeb"" Stuart",Pascagoula,Jackson,MS,South,"30.339743,-88.505823",Highway / Roadway,Roads,Uknown,,,Live
615,Mosby Road,John Singleton Mosby,Pascagoula,Jackson,MS,South,"30.335718,-88.501037",Highway / Roadway,Roads,Uknown,,,Live
614,Robertson Road,Jerome Bonaparte Robertson,Pascagoula,Jackson,MS,South,"30.360540,-88.551008",Highway / Roadway,Roads,Uknown,,,Live
3047,Trapier Drive,James H. Trapier,Charleston,Charleston,SC,South,"32.744282,-79.908990",Highway / Roadway,Roads,Uknown,,,Live
612,Wheeler Road,Joseph Wheeler,Pascagoula,Jackson,MS,South,"30.348478,-88.498150",Highway / Roadway,Roads,Uknown,,,Live
709,Confederate Monument,No specific honoree,Philadelphia,Neshoba,MS,South,"32.771498,-89.110337",Monument,Courthouse Grounds,Uknown,1912,,Live
3037,Bedford Lane,Nathan Bedford Forrest,Aiken,Aiken,SC,South,"33.508956,-81.722381",Highway / Roadway,Roads,Uknown,,,Live
951,Confederate Memorial,No specific honoree,Aiken,Aiken,SC,South,"33.560033,-81.717967",Monument,Monument,Ladies Monument Association of Aiken,1901,,Live
3038,Shelby Drive,Joseph Shelby,Aiken,Aiken,SC,South,"33.509448,-81.721351",Highway / Roadway,Roads,Uknown,,,Live
904,Beauregard Avenue,Pierre Gustave Toutant-Beauregard,Anderson,Anderson,SC,South,"34.534792,-82.671258",Highway / Roadway,Roads,Uknown,,,Live
3039,Bedford Forrest Avenue,Nathan Bedford Forrest,Anderson,Anderson,SC,South,"34.536127,-82.671398",Highway / Roadway,Roads,Uknown,,,Live
1101,Gregg County,John Gregg,Longview,Gregg,TX,South,"32.496805,-94.738658",County/Municipality,County/Municipality,Uknown,1873,,Live
1085,Confederate Memorial Park at Winstead Hill Park,No specific honoree,Franklin,Williamson,TN,South,"35.888432,-86.878128",Park,Parks/Trails,Uknown,,,Live
1024,General JB Hood Drive,John Bell Hood,Franklin,Williamson,TN,South,"35.998178,-86.882466",Highway / Roadway,Roads,Uknown,,,Live
920,Bonham Court,Milledge Luke Bonham,Anderson,Anderson,SC,South,"34.510240,-82.648400",Highway / Roadway,Roads,Uknown,,,Live
3040,Jeb Stuart Avenue,"James Ewell Brown ""Jeb"" Stuart",Anderson,Anderson,SC,South,"34.533343,-82.672900",Highway / Roadway,Roads,Uknown,,,Live
983,Our Confederate Dead,No specific honoree,Anderson,Anderson,SC,South,"34.503150,-82.650350",Monument,Courthouse Grounds,Citizens of Anderson County,1901,,Live
984,Bamberg County Confederate Monument,No specific honoree,Bamberg,Bamberg,SC,South,"33.298433,-81.034517",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Live
952,Confederate Monument,No specific honoree,Barnwell,Barnwell,SC,South,"33.243750,-81.365700",Monument,Monument,Barnwell Ladies Memorial Association,,,Live
896,Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Columbia,Richland,SC,South,"34.000280,-81.033085",Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live
931,South Bonham Road,Milledge Luke Bonham,Columbia,Richland,SC,South,"33.983667,-80.991788",Highway / Roadway,Roads,Uknown,,,Live
996,South Carolina Confederate Monument,No specific honoree,Columbia,Richland,SC,South,"34.001200,-81.033583",Monument,Government Office Grounds,Uknown,1879,,Live
3100,Stuart Street,"James Ewell Brown ""Jeb"" Stuart",Columbia,Richland,SC,South,"34.010846,-80.940939",Highway / Roadway,Roads,Uknown,,,Live
998,Wade Hampton Confederate Monument,Wade Hampton,Columbia,Richland,SC,South,"33.999677,-81.033123",Monument,Government Office Grounds,State of South Carolina,1906,,Live
2042,In Honor of All Black Confederates Monument,No specific honoree,Hohenwald,Lewis,TN,South,"35.549433,-87.552333",Monument,Courthouse Grounds,Sons of Confederate Veterans,,,Live
1046,Confederate Monument,No specific honoree,Humboldt,Gibson,TN,South,"35.822517,-88.907133",Monument,Monument,United Daughters of the Confederacy,1900,,Live
1066,Our Confederate Dead,No specific honoree,Jackson,Madison,TN,South,"35.614167,-88.819167",Monument,Courthouse Grounds,Uknown,1888,,Live
1025,General Nathan Bedford Forrest Drive,Nathan Bedford Forrest,Franklin,Williamson,TN,South,"35.993273,-86.883593",Highway / Roadway,Roads,Uknown,,,Live
1026,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Franklin,Williamson,TN,South,"35.995842,-86.881451",Highway / Roadway,Roads,Uknown,,,Live
1011,Jefferson Davis Drive,Jefferson Davis,Franklin,Williamson,TN,South,"36.004056,-86.870346",Highway / Roadway,Roads,Uknown,,,Live
1044,Our Confederate Soldiers,No specific honoree,Franklin,Williamson,TN,South,"35.925200,-86.868917",Monument,Monument,United Daughters of the Confederacy,1899,,Live
1045,Confederate Soldiers,No specific honoree,Gallatin,Sumner,TN,South,"36.387341,-86.449168",Monument,Monument,United Daughters of the Confederacy,1903,,Live
1300,Robert E. Lee Road,Robert E. Lee,Powhatan,Powhatan,VA,South,"37.541603,-77.918779",Highway / Roadway,Roads,Uknown,,,Live
1399,"In Memory of the Confederate Soldiers of Pulaski County, 1861-1865",No specific honoree,Pulaski,Pulaski,VA,South,"37.046382,-80.780169",Monument,Monument,Uknown,1906,,Live
5004,Ginter Park Historic District,Lewis Ginter,Richmond,Richmond City,VA,South,"37.580556,-77.447222",Other,Parks/Trails,Uknown,,,Live
3048,Wade Hampton Drive,Wade Hampton,Charleston,Charleston,SC,South,"32.742198,-79.908347",Highway / Roadway,Roads,Uknown,,,Live
3049,Wallace Drive,Lew Wallace,Charleston,Charleston,SC,South,"32.741918,-79.910117",Highway / Roadway,Roads,Uknown,,,Live
2115,Washington Light Infantry Monument,No specific honoree,Charleston,Charleston,SC,South,"32.777017,-79.930550",Monument,Government Office Grounds,Uknown,1881,,Live
1222,Site of Confederate Arms Factory,No specific honoree,Lancaster,Dallas,TX,South,"32.592113,-96.758311",Monument,Government Office Grounds,Uknown,1936,,Live
1143,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",League City,Galveston,TX,South,"29.488096,-95.130963",Highway / Roadway,Roads,Uknown,,,Live
1128,Robert Lee Street,Robert E. Lee,Levelland,Hockley,TX,South,"33.599719,-102.322574",Highway / Roadway,Roads,Uknown,,,Live
1114,Confederate Street,No specific honoree,Liberty,Liberty,TX,South,"30.055698,-94.808003",Highway / Roadway,Roads,Uknown,,,Live
1924,Polk County Courthouse Confederate Monument,No specific honoree,Livingston,Polk,TX,South,"30.710733,-94.933633",Monument,Courthouse Grounds,United Confederate Veterans,1900,,Live
1123,Robert E Lee Road,Robert E. Lee,Livingston,Polk,TX,South,"30.651967,-94.835812",Highway / Roadway,Roads,Uknown,,,Live
1206,Confederate Soldier Monument,No specific honoree,Llano,Llano,TX,South,"30.750143,-98.676108",Monument,Courthouse Grounds,United Daughters of the Confederacy,1915,,Live
1925,Confederate Monument,No specific honoree,Lockhart,Caldwell,TX,South,"29.884517,-97.672117",Monument,Courthouse Grounds,Citizens of Caldwell County,1910,,Live
1207,Confederate Heroes,No specific honoree,Longview,Gregg,TX,South,"32.496267,-94.738717",Monument,Courthouse Grounds,United Daughters of the Confederacy,1911,,Live
1351,Janney's Lane,Eli Hamilton Janney,Alexandria,Alexandria,VA,South,"38.814235,-77.079909",Highway / Roadway,Roads,Uknown,,,Live
1352,Jordan Street,Thomas Jordan,Alexandria,Alexandria,VA,South,"38.810529,-77.110615",Highway / Roadway,Roads,Uknown,,,Live
1354,Lee Street,Robert E. Lee,Alexandria,Alexandria,VA,South,"38.801690,-77.042079",Highway / Roadway,Roads,Uknown,,,Live
1356,Maury Lane,Matthew Fontaine Maury,Alexandria,Alexandria,VA,South,"38.823915,-77.112788",Highway / Roadway,Roads,Uknown,,,Live
1357,Pegram Street,John Pegram,Alexandria,Alexandria,VA,South,"38.821787,-77.118411",Highway / Roadway,Roads,Uknown,,,Live
1359,Quantrell Avenue,William Clark Quantrell,Alexandria,Alexandria,VA,South,"38.818679,-77.135869",Highway / Roadway,Roads,Uknown,,,Live
1358,Reynolds Street,Alexander W. Reynolds,Alexandria,Alexandria,VA,South,"38.811245,-77.127477",Highway / Roadway,Roads,Uknown,,,Live
1464,Robert E. Lee RECenter,Robert E. Lee,Alexandria,Alexandria,VA,South,"38.773742,-77.107096",Building,Buildings,Uknown,,,Live
1360,Rosser Street,Thomas L. Rosser,Alexandria,Alexandria,VA,South,"38.840282,-77.124724",Highway / Roadway,Roads,Uknown,,,Live
1297,Robert E. Lee Drive,Robert E. Lee,Bristow,Prince William,VA,South,"38.722390,-77.547970",Highway / Roadway,Roads,Uknown,,,Live
2037,Buckingham County Confederate Monument,No specific honoree,Buckingham,Buckingham,VA,South,"37.550433,-78.556283",Monument,Monument,Uknown,1908,,Live
3160,Confederate Ridge Lane,No specific honoree,Centreville,Fairfax,VA,South,"38.813129,-77.456134",Highway / Roadway,Roads,Uknown,,,Live
1307,General Lee Drive,Robert E. Lee,Centreville,Fairfax,VA,South,"38.813371,-77.454728",Highway / Roadway,Roads,Uknown,,,Live
1320,Lee Jackson Memorial Highway,Robert E. Lee,Chantilly,Fairfax,VA,South,"38.885057,-77.408135",Highway / Roadway,Roads,Uknown,,,Live
1421,Charlotte County Confederate Monument,No specific honoree,Charlotte Court House,Charlotte,VA,South,"37.056400,-78.637483",Monument,Courthouse Grounds,United Confederate Veterans,1901,,Live
1034,General Lee Road,Robert E. Lee,Culleoka,Maury,TN,South,"35.493677,-87.054743",Highway / Roadway,Roads,Uknown,,,Live
1021,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Dandridge,Jefferson,TN,South,"36.048464,-83.405544",Highway / Roadway,Roads,Uknown,,,Live
3110,Longstreet Drive,James Longstreet,Dandridge,Jefferson,TN,South,"36.048455,-83.403162",Highway / Roadway,Roads,Uknown,,,Live
1022,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Dandridge,Jefferson,TN,South,"36.047527,-83.404804",Highway / Roadway,Roads,Uknown,,,Live
2108,Forrest Captures Streight Monument,Nathan Bedford Forrest,Lawrence,Lawrence,AL,South,"34.234250,-85.540283",Monument,Monument,United Daughters of the Confederacy,1939,,Live
13,Robert E. Lee Street,Robert E. Lee,Leeds,Jefferson,AL,South,"33.540289,-86.563132",Highway / Roadway,Roads,Uknown,,,Live
2215,Confederate Veterans Flagpole,No specific honoree,Batesville,Independence,AR,South,"35.770531,-91.653179",Other,Courthouse Grounds,Sons of Confederate Veterans,2004,,Live
125,Confederate Veterans Monument,No specific honoree,Benton,Saline,AR,South,"34.565429,-92.587455",Monument,Monument,Sons of Confederate Veterans,,,Live
145,Confederate War Monument,No specific honoree,Blytheville,Mississippi,AR,South,"35.928815,-89.905186",Monument,Courthouse Grounds,United Daughters of the Confederacy,1934,,Live
146,Camden Confederate Women Monument,No specific honoree,Camden,Ouachita,AR,South,"33.584804,-92.830509",Monument,Courthouse Grounds,United Daughters of the Confederacy; United Confederate Veterans,1914,,Live
158,Confederate Soldiers Monument,No specific honoree,Conway,Faulkner,AR,South,"35.088536,-92.443327",Monument,Courthouse Grounds,United Daughters of the Confederacy,1925,,Live
127,Dardanelle Confederate Monument,No specific honoree,Dardanelle,Yell,AR,South,"35.224025,-93.155306",Monument,Monument,United Daughters of the Confederacy,1921,,Live
2071,Jefferson Davis Highway Marker,Jefferson Davis,Dardanelle,Yell,AR,South,"35.223733,-93.156183",Monument,Courthouse Grounds,United Daughters of the Confederacy,1961,,Live
147,El Dorado Confederate Monument,No specific honoree,El Dorado,Union,AR,South,"33.212020,-92.663606",Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live
109,Robert E. Lee Street,Robert E. Lee,El Dorado,Union,AR,South,"33.199748,-92.684402",Highway / Roadway,Roads,Uknown,,,Live
55,Henry County Confederate Memorial,No specific honoree,Headland,Henry,AL,South,"31.352090,-85.342587",Monument,Monument,United Daughters of the Confederacy,1936,,Live
2113,World War I and Confederate Monument,No specific honoree,Headland,Henry,AL,South,"31.352103,-85.342357",Monument,Monument,United Daughters of the Confederacy,1926,,Live
6,Cleburne County,Patrick Cleburne,Heflin,Cleburne,AL,South,"33.644490,-85.584200",County/Municipality,County/Municipality,Uknown,1866,,Live
25,Robert E. Lee Drive,Robert E. Lee,Hodges,Franklin,AL,South,"34.328267,-87.934417",Highway / Roadway,Roads,Uknown,,,Live
85,Confederate Veterans Memorial,No specific honoree,Huntsville,Madison,AL,South,"34.730297,-86.585074",Monument,Courthouse Grounds,United Daughters of the Confederacy,1905,,Live
107,Lee High School,Robert E. Lee,Huntsville,Madison,AL,South,"34.755095,-86.578195",School,Schools,Uknown,1958,,Live
56,Confederate Monument,No specific honoree,Jacksonville,Calhoun,AL,South,"33.813806,-85.761289",Monument,Monument,United Daughters of the Confederacy,1909,,Live
86,Confederate Monument,No specific honoree,Jasper,Walker,AL,South,"33.832425,-87.277152",Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live
1855,Wade Hampton State Office Building,Wade Hampton,Columbia,Richland,SC,South,"33.999524,-81.032337",Building,Buildings,Uknown,1940,,Live
3101,Wheeler Street,Joseph Wheeler,Columbia,Richland,SC,South,"34.008152,-80.953042",Highway / Roadway,Roads,Uknown,,,Live
959,Our Confederate Dead Monument,No specific honoree,Conway,Horry,SC,South,"33.837967,-79.050567",Monument,Monument,Uknown,,,Live
944,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Cowpens,Spartanburg,SC,South,"35.043163,-81.840969",Highway / Roadway,Roads,Uknown,,,Live
978,Our Confederate Dead,No specific honoree,Walhalla,Oconee,SC,South,"34.766950,-83.075667",Monument,Monument,Women of Oconee County,1910,,Live
995,Confederate Monument,No specific honoree,Walterboro,Colleton,SC,South,"32.902183,-80.666667",Monument,Courthouse Grounds,United Confederate Veterans,1911,,Live
3050,Hampton Street,Wade Hampton,Walterboro,Colleton,SC,South,"32.901985,-80.665615",Highway / Roadway,Roads,Uknown,,,Live
3051,Jefferson Davis Boulevard,Jefferson Davis,Walterboro,Colleton,SC,South,"32.937076,-80.665791",Highway / Roadway,Roads,Uknown,,,Live
911,Robert E Lee Drive,Robert E. Lee,Walterboro,Colleton,SC,South,"32.938058,-80.665609",Highway / Roadway,Roads,Uknown,,,Live
3052,Wade Hampton Avenue,Wade Hampton,Walterboro,Colleton,SC,South,"32.936041,-80.665394",Highway / Roadway,Roads,Uknown,,,Live
942,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Westminster,Oconee,SC,South,"34.610549,-83.082436",Highway / Roadway,Roads,Uknown,,,Live
979,Westminster Confederate Monument,No specific honoree,Westminster,Oconee,SC,South,"34.669450,-83.101133",Monument,Monument,United Daughters of the Confederacy,1980,,Live
980,Confederate Monument,No specific honoree,Williamston,Anderson,SC,South,"34.618083,-82.478483",Monument,Monument,City of Williamston,1942,,Live
981,Confederate Memorial,No specific honoree,Winnsboro,Fairfield,SC,South,"34.383514,-81.085074",Monument,Monument,Ladies Memorial Association,1901,,Live
3041,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Barnwell,Barnwell,SC,South,"33.244863,-81.366494",Highway / Roadway,Roads,Uknown,,,Live
3042,Perry Street,Edward A. Perry,Barnwell,Barnwell,SC,South,"33.242691,-81.367288",Highway / Roadway,Roads,Uknown,,,Live
1280,Jeb Stuart Road,"James Ewell Brown ""Jeb"" Stuart",Purcellville,Loudoun,VA,South,"39.054594,-77.747875",Highway / Roadway,Roads,Uknown,,,Live
1483,Stonewall Jackson High School,"Thomas Jonathan ""Stonewall"" Jackson",Quicksburg,Shenandoah,VA,South,"38.704018,-78.663967",School,Schools,Uknown,1959,,Live
1400,North Carolina Monument,No specific honoree,Reams,Dinwiddie,VA,South,"37.094080,-77.422680",Monument,Monument,Sons of Confederate Veterans,,,Live
1294,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Rhoadesville,Orange,VA,South,"38.274470,-77.868655",Highway / Roadway,Roads,Uknown,,,Live
1961,A.P. Hill Monument,A.P. Hill,Richmond,Richmond City,VA,South,"37.584151,-77.462533",Monument,Monument,Uknown,1892,,Live
1286,Confederate Avenue,No specific honoree,Richmond,Richmond City,VA,South,"37.581217,-77.457788",Highway / Roadway,Roads,Uknown,,,Live
2145,Beaufort Civil War Monument,No specific honoree,Beaufort,Beaufort,SC,South,"32.433533,-80.679433",Monument,Courthouse Grounds,United Daughters of the Confederacy,,,Live
926,Beauregard Court,Pierre Gustave Toutant-Beauregard,Beaufort,Beaufort,SC,South,"32.394409,-80.738061",Highway / Roadway,Roads,Uknown,,,Live
2132,Stephen Elliott Park,Stephen Elliott,Beaufort,Beaufort,SC,South,"32.430617,-80.669583",Park,Parks/Trails,Uknown,,,Live
953,Confederate Monument,No specific honoree,Bennettsville,Marlboro,SC,South,"34.617017,-79.684017",Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live
1005,Lee Central High School,Robert E. Lee,Bishopville,Lee,SC,South,"34.180224,-80.212592",School,Schools,Uknown,,,Live
1007,Lee Central Middle School,Robert E. Lee,Bishopville,Lee,SC,South,"34.182480,-80.213716",School,Schools,Uknown,,,Live
897,Lee County,Robert E. Lee,Bishopville,Lee,SC,South,"34.218251,-80.248205",County/Municipality,County/Municipality,Uknown,1902,,Live
956,Confederate Defenders of Charleston,No specific honoree,Charleston,Charleston,SC,South,"32.769417,-79.929050",Monument,Monument,United Daughters of the Confederacy; Memorial Association of Charleston,1932,,Live
2185,General Wade Hampton Monument,Wade Hampton,Charleston,Charleston,SC,South,"32.790417,-79.936817",Monument,Monument,United Daughters of the Confederacy,1911,,Live
